                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                 1.0682,                0.53313,                0.94614,                0.72923,                0.79386,                0.81847,                0.54327,                 1.2605,                0.59477,                 1.0327,              0.0013547,              0.0013547,              0.0013547
                    108,                 1.0452,                 0.5389,                0.94396,                0.87509,                0.77426,                0.83579,                 0.5301,                 1.2712,                0.58402,                 1.0321,               0.001354,               0.001354,               0.001354
                    109,                 1.0679,                0.53321,                0.95337,                0.85953,                0.77662,                0.84714,                0.52944,                 1.2309,                0.57581,                  1.024,              0.0013533,              0.0013533,              0.0013533
                    110,                 1.0462,                0.52531,                0.93989,                0.75913,                 0.7114,                0.75468,                0.49412,                 1.2526,                0.57966,                 1.0296,              0.0013526,              0.0013526,              0.0013526
                    111,                 1.0993,                0.54055,                0.95529,                0.73583,                0.76403,                0.78987,                0.50748,                 1.2443,                0.58273,                 1.0345,              0.0013519,              0.0013519,              0.0013519
                    112,                 1.1086,                0.54289,                0.97025,                0.84787,                0.74491,                0.79831,                 0.5076,                 1.2469,                 0.5768,                 1.0315,              0.0013512,              0.0013512,              0.0013512
                    113,                 1.0771,                0.53494,                0.95277,                 0.8067,                0.74374,                0.78124,                 0.4976,                 1.2395,                0.57319,                 1.0216,              0.0013505,              0.0013505,              0.0013505
                    114,                 1.0554,                0.52853,                0.94982,                0.75681,                0.83557,                 0.8295,                0.49956,                  1.221,                 0.5806,                 1.0227,              0.0013498,              0.0013498,              0.0013498
                    115,                 1.0646,                0.52492,                 0.9467,                0.86205,                0.75855,                0.79143,                0.48085,                 1.2362,                0.57735,                 1.0285,              0.0013491,              0.0013491,              0.0013491
                    116,                0.99425,                0.50264,                0.93493,                0.86599,                0.75582,                0.81249,                0.51038,                 1.2383,                0.57984,                 1.0294,              0.0013484,              0.0013484,              0.0013484
                    117,                 1.0205,                0.52175,                 0.9448,                0.85653,                0.73414,                0.81194,                0.50468,                  1.264,                0.58924,                 1.0403,              0.0013477,              0.0013477,              0.0013477
                    118,                 1.0415,                0.52806,                0.93911,                0.82094,                 0.7118,                0.79963,                0.50993,                 1.2447,                0.59536,                 1.0315,              0.0013469,              0.0013469,              0.0013469
                    119,                 1.0453,                0.52532,                0.94174,                0.83864,                0.74502,                0.81285,                0.52527,                 1.2381,                0.58042,                 1.0262,              0.0013462,              0.0013462,              0.0013462
                    120,                 1.0883,                0.54122,                0.95406,                0.87207,                0.74649,                0.82851,                0.53334,                 1.2202,                0.57848,                 1.0214,              0.0013455,              0.0013455,              0.0013455
                    121,                 1.0821,                0.54189,                0.95901,                0.88368,                0.81561,                0.86735,                0.51022,                 1.2392,                0.57217,                 1.0337,              0.0013448,              0.0013448,              0.0013448
                    122,                 1.0498,                0.52328,                0.94382,                 0.8035,                0.77239,                0.79877,                0.51323,                 1.2404,                0.57175,                 1.0356,              0.0013441,              0.0013441,              0.0013441
                    123,                 1.0533,                0.52066,                0.94457,                0.80633,                0.73731,                0.79302,                0.50856,                 1.2422,                0.58051,                 1.0356,              0.0013434,              0.0013434,              0.0013434
                    124,                 1.0586,                0.52418,                0.94635,                0.87444,                0.74241,                0.80605,                0.52346,                 1.2572,                0.57366,                 1.0261,              0.0013427,              0.0013427,              0.0013427
                    125,                   1.04,                0.52212,                0.94407,                0.82307,                0.70841,                0.77826,                 0.4779,                 1.2272,                0.57707,                 1.0232,               0.001342,               0.001342,               0.001342
                    126,                 1.0465,                 0.5245,                0.93476,                0.72518,                0.77434,                0.77397,                0.50335,                 1.2415,                0.58534,                 1.0283,              0.0013413,              0.0013413,              0.0013413
                    127,                 1.0318,                0.52005,                0.94776,                0.87213,                0.72185,                0.82982,                0.49827,                 1.2496,                0.60126,                 1.0316,              0.0013406,              0.0013406,              0.0013406
                    128,                 1.0355,                0.52153,                0.94166,                0.89359,                 0.7292,                0.80212,                0.47848,                  1.293,                0.60163,                 1.0473,              0.0013399,              0.0013399,              0.0013399
                    129,                 1.0808,                0.53984,                0.95212,                0.90048,                0.75884,                0.82169,                0.52715,                 1.2597,                0.58049,                 1.0286,              0.0013392,              0.0013392,              0.0013392
                    130,                 1.0164,                0.51278,                 0.9353,                0.79594,                0.70447,                0.79131,                0.50483,                 1.2398,                0.57846,                 1.0265,              0.0013385,              0.0013385,              0.0013385
                    131,                 1.0425,                0.52483,                0.94656,                0.84182,                0.82424,                0.85025,                0.52567,                 1.2344,                0.56708,                 1.0303,              0.0013378,              0.0013378,              0.0013378
                    132,                 1.0285,                0.51723,                0.93397,                0.77838,                0.73285,                0.74819,                0.48338,                 1.2454,                0.57254,                 1.0356,               0.001337,               0.001337,               0.001337
                    133,                 1.0297,                0.51344,                0.93835,                 0.8457,                0.81196,                0.84932,                0.51372,                 1.2346,                0.56301,                 1.0266,              0.0013363,              0.0013363,              0.0013363
                    134,                 1.0223,                0.51459,                0.94263,                0.84714,                0.75135,                0.83791,                0.52446,                 1.2308,                0.57834,                 1.0232,              0.0013356,              0.0013356,              0.0013356
                    135,                  1.043,                0.52267,                0.93966,                0.77614,                0.83441,                0.81216,                0.47725,                 1.2552,                  0.598,                 1.0334,              0.0013349,              0.0013349,              0.0013349
                    136,                  1.049,                0.52306,                0.94017,                0.86748,                0.76523,                0.77104,                0.48653,                 1.2679,                0.58872,                 1.0395,              0.0013342,              0.0013342,              0.0013342
                    137,                   1.04,                0.51308,                0.93224,                 0.8569,                0.73224,                0.77818,                0.49216,                  1.252,                0.57755,                 1.0303,              0.0013335,              0.0013335,              0.0013335
                    138,                 1.0257,                0.51061,                   0.94,                0.89951,                0.75597,                 0.8573,                0.51173,                 1.2475,                0.57692,                 1.0304,              0.0013328,              0.0013328,              0.0013328
                    139,                 1.0314,                0.51309,                0.92729,                0.79762,                0.80326,                0.84878,                0.50987,                 1.2361,                0.58639,                 1.0306,              0.0013321,              0.0013321,              0.0013321
                    140,                 1.0105,                0.50544,                0.93508,                0.84866,                0.81489,                 0.8701,                0.52985,                 1.2499,                0.57001,                 1.0343,              0.0013314,              0.0013314,              0.0013314
                    141,                 1.0221,                0.50245,                0.93542,                0.85644,                0.80407,                0.84969,                0.51819,                 1.2712,                0.57444,                 1.0367,              0.0013307,              0.0013307,              0.0013307
                    142,                 1.0442,                0.51983,                 0.9553,                0.88067,                0.81948,                0.86436,                0.54102,                 1.2568,                0.56963,                 1.0325,                0.00133,                0.00133,                0.00133
                    143,                 1.0343,                0.50594,                0.93566,                0.89523,                0.84234,                0.87341,                 0.5215,                 1.2413,                0.56834,                 1.0288,              0.0013293,              0.0013293,              0.0013293
                    144,                 1.0267,                0.50492,                0.93477,                0.83682,                 0.7652,                0.77264,                 0.4893,                 1.2441,                0.56963,                 1.0323,              0.0013286,              0.0013286,              0.0013286
                    145,                 1.0068,                0.50027,                0.92919,                 0.7852,                0.73554,                0.79166,                0.52293,                 1.2368,                0.57246,                  1.037,              0.0013278,              0.0013278,              0.0013278
                    146,                 1.0255,                0.49864,                0.93444,                0.79886,                0.76377,                0.80172,                0.51798,                 1.2328,                0.57214,                 1.0296,              0.0013271,              0.0013271,              0.0013271
                    147,                  1.035,                0.51623,                0.93898,                0.90028,                0.72076,                0.84545,                0.53379,                 1.2389,                0.56826,                 1.0292,              0.0013264,              0.0013264,              0.0013264
                    148,                  1.017,                0.50345,                0.93382,                0.94629,                0.80392,                0.86553,                0.52811,                 1.2452,                 0.5763,                 1.0358,              0.0013257,              0.0013257,              0.0013257
                    149,                 1.0322,                0.50458,                0.94288,                0.74384,                0.78961,                 0.8135,                0.53729,                 1.2916,                0.57384,                 1.0448,               0.001325,               0.001325,               0.001325
                    150,                 1.0474,                0.51015,                0.94099,                0.78876,                0.78305,                0.85815,                0.53477,                 1.2791,                0.57349,                 1.0355,              0.0013243,              0.0013243,              0.0013243
                    151,                 1.0103,                0.50768,                0.92925,                0.75938,                0.76501,                0.75917,                0.50569,                 1.2742,                0.57365,                 1.0388,              0.0013236,              0.0013236,              0.0013236
                    152,                0.98203,                0.49356,                0.92002,                0.86346,                0.78977,                0.84907,                0.51435,                 1.2586,                0.56569,                  1.035,              0.0013229,              0.0013229,              0.0013229
