                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                 1.1746,                 0.6098,                 0.9867,                0.55893,                0.60613,                0.62175,                0.39602,                 1.3616,                0.72365,                 1.0556,             0.00097652,             0.00097652,             0.00097652
                     50,                 1.1454,                0.59297,                 0.9688,                0.75708,                0.75631,                0.72961,                0.46706,                 1.2819,                0.63821,                 1.0302,             0.00097602,             0.00097602,             0.00097602
                     51,                 1.1999,                0.61158,                0.99374,                0.69102,                0.64129,                 0.7237,                0.48424,                 1.2552,                0.62182,                 1.0258,             0.00097552,             0.00097552,             0.00097552
                     52,                 1.1453,                0.59995,                 0.9697,                0.93415,                0.54416,                 0.6727,                0.43265,                 1.2579,                0.62272,                 1.0374,             0.00097503,             0.00097503,             0.00097503
                     53,                 1.1502,                0.58827,                0.97576,                0.55729,                0.68589,                0.67021,                0.42415,                 1.2715,                 0.6397,                 1.0425,             0.00097453,             0.00097453,             0.00097453
                     54,                 1.1388,                0.58404,                 0.9645,                0.67025,                 0.7294,                0.73851,                0.47569,                 1.3165,                0.65585,                 1.0532,             0.00097403,             0.00097403,             0.00097403
                     55,                 1.1401,                0.60195,                0.97235,                0.67659,                0.70658,                0.65832,                0.43239,                 1.2869,                0.64995,                 1.0421,             0.00097353,             0.00097353,             0.00097353
                     56,                 1.1257,                0.59225,                0.97116,                0.71687,                0.72008,                0.67887,                0.44864,                 1.2838,                 0.6407,                 1.0415,             0.00097303,             0.00097303,             0.00097303
                     57,                 1.0927,                0.57886,                0.94923,                0.67887,                0.68433,                0.66352,                0.43346,                 1.2948,                0.64479,                 1.0447,             0.00097253,             0.00097253,             0.00097253
                     58,                 1.1352,                 0.5918,                0.97132,                0.72956,                0.74798,                0.76204,                 0.4959,                 1.2715,                0.62362,                 1.0381,             0.00097203,             0.00097203,             0.00097203
                     59,                 1.1703,                0.60416,                0.97333,                0.74446,                 0.7654,                0.75804,                0.49179,                  1.312,                0.67205,                  1.048,             0.00097153,             0.00097153,             0.00097153
                     60,                 1.1433,                0.58736,                0.97038,                0.90317,                0.66464,                0.77373,                0.50267,                 1.2725,                0.64665,                 1.0335,             0.00097103,             0.00097103,             0.00097103
                     61,                 1.1393,                0.58886,                0.96609,                0.61121,                0.63031,                0.62359,                0.41384,                 1.2983,                0.71966,                 1.0424,             0.00097053,             0.00097053,             0.00097053
                     62,                 1.1536,                0.60064,                0.97314,                0.86824,                0.64545,                0.76743,                0.49325,                 1.2709,                0.66108,                 1.0327,             0.00097003,             0.00097003,             0.00097003
                     63,                 1.1456,                0.58836,                0.97742,                0.79732,                0.74714,                0.79498,                0.50783,                 1.2652,                0.61858,                 1.0327,             0.00096953,             0.00096953,             0.00096953
                     64,                 1.1372,                0.57946,                0.96384,                  0.821,                0.67113,                0.71434,                0.46422,                 1.2922,                0.66059,                 1.0419,             0.00096903,             0.00096903,             0.00096903
                     65,                 1.1265,                0.59342,                0.96544,                0.77791,                 0.6926,                0.74223,                0.48077,                 1.2931,                0.66783,                 1.0452,             0.00096853,             0.00096853,             0.00096853
                     66,                 1.1493,                 0.5958,                0.97484,                0.73318,                0.63449,                0.64801,                0.41197,                 1.2781,                0.64213,                 1.0373,             0.00096803,             0.00096803,             0.00096803
                     67,                 1.1266,                0.59435,                0.96017,                 0.7419,                0.61067,                0.65951,                0.42235,                  1.287,                0.63543,                  1.036,             0.00096753,             0.00096753,             0.00096753
                     68,                 1.1343,                0.58553,                0.95898,                0.82664,                0.64161,                0.71237,                0.45858,                 1.2966,                0.66565,                 1.0447,             0.00096703,             0.00096703,             0.00096703
                     69,                 1.1154,                0.58041,                0.95783,                0.80246,                0.70501,                 0.7228,                0.47105,                 1.2775,                0.64052,                 1.0443,             0.00096653,             0.00096653,             0.00096653
                     70,                 1.1478,                0.57884,                0.97317,                0.64887,                0.82242,                0.72908,                0.47022,                 1.2828,                0.63347,                  1.043,             0.00096603,             0.00096603,             0.00096603
                     71,                 1.1121,                0.56408,                 0.9631,                 0.8455,                0.78939,                0.80123,                0.50554,                 1.2914,                0.63316,                 1.0444,             0.00096553,             0.00096553,             0.00096553
                     72,                 1.1142,                0.56367,                0.95618,                0.58627,                0.84101,                0.75756,                0.46871,                 1.3786,                0.68733,                 1.0668,             0.00096504,             0.00096504,             0.00096504
                     73,                 1.1294,                0.57443,                0.96139,                0.57186,                0.71275,                0.62165,                0.39526,                 1.3623,                0.69427,                 1.0636,             0.00096454,             0.00096454,             0.00096454
                     74,                 1.0988,                0.56198,                0.95908,                0.59696,                0.68821,                  0.639,                0.42043,                 1.3225,                0.68769,                 1.0383,             0.00096404,             0.00096404,             0.00096404
                     75,                  1.121,                0.57178,                0.95965,                0.79181,                0.68395,                0.73871,                0.48574,                 1.2433,                0.65293,                 1.0243,             0.00096354,             0.00096354,             0.00096354
                     76,                 1.1141,                0.56628,                0.95201,                0.83737,                0.77641,                0.80476,                0.53159,                 1.2739,                0.62469,                 1.0394,             0.00096304,             0.00096304,             0.00096304
                     77,                 1.1289,                0.57517,                0.96556,                0.79894,                 0.7048,                0.77091,                0.50692,                 1.2518,                0.62213,                 1.0339,             0.00096254,             0.00096254,             0.00096254
                     78,                 1.1148,                0.56958,                0.96752,                0.89137,                0.68962,                0.76723,                0.51564,                 1.2883,                0.62958,                 1.0405,             0.00096204,             0.00096204,             0.00096204
                     79,                 1.1492,                0.57941,                0.96114,                 0.8102,                0.67168,                0.72969,                0.49296,                 1.2701,                0.63052,                 1.0356,             0.00096154,             0.00096154,             0.00096154
                     80,                 1.1006,                0.55974,                0.94754,                0.72796,                0.62511,                0.70058,                0.47233,                 1.2743,                0.68134,                 1.0493,             0.00096104,             0.00096104,             0.00096104
                     81,                 1.0802,                 0.5482,                 0.9465,                0.88772,                0.67053,                0.72268,                0.49131,                  1.296,                0.64707,                 1.0497,             0.00096054,             0.00096054,             0.00096054
